1320,3,266936
1321,1,711686
1322,3,141396
1323,9,881584
1324,5,33357
1325,10,200877
1326,7,545192
1327,4,416657
1328,6,158272
1329,7,591824
1330,1,706828
1331,7,41057
1332,9,885809
1333,2,810091
1334,1,805307
1335,7,619351
1336,2,925148
1337,1,864365
1338,8,93309
1339,9,784807
1340,4,518125
1341,4,618156
1342,7,864019
1343,5,209242
1344,4,917776
1345,3,529412
1346,6,982001
1347,7,240895
1348,3,963337
1349,3,566069
1350,8,154745
1351,5,772481
1352,6,402394
1353,2,852800
1354,10,440533
1355,10,692887
1356,9,587454
1357,6,537749
1358,7,554396
1359,6,972198
1360,7,131382
1361,7,476472
1362,5,404142
1363,5,700450
1364,5,875929
1365,8,21281
1366,8,733030
1367,1,257924
1368,7,863638
1369,10,91884
1370,2,451226
1371,3,318903
1372,9,994941
1373,4,710261
1374,8,630219
1375,9,303999
1376,7,398765
1377,8,340766
1378,1,160352
1379,5,726930
1380,6,487986
1381,4,386381
1382,6,11246
1383,3,261896
1384,4,381680
1385,7,262136
1386,3,950650
1387,7,123407
1388,3,473016
1389,6,631858
1390,9,329528
1391,4,302168
1392,5,973578
1393,3,232674
1394,2,200633
1395,1,969912
1396,8,952362
1397,6,923048
1398,3,750596
1399,2,192474
1400,1,37226
1401,6,808249
1402,4,885232
1403,10,284596
1404,2,941661
1405,10,399018
1406,7,288636
1407,2,383590
1408,1,894800
1409,1,697670
1410,10,50122
1411,1,554500
1412,6,880416
1413,8,934127
1414,4,884281
1415,3,11363
1416,10,533407
1417,3,47108
1418,8,236227
1419,10,506490
1420,6,435274
1421,10,252366
1422,5,867835
1423,1,636749
1424,1,379866
1425,6,216968
1426,5,314273
1427,7,894298
1428,4,624667
1429,6,695225
1430,3,173201
1431,10,292527
1432,3,584537
1433,1,375605
1434,8,786653
1435,4,214400
1436,8,658676
1437,8,307495
1438,4,722082
1439,4,217101
1440,8,157652
1441,4,35014
1442,8,299902
1443,8,527616
1444,7,381351
1445,5,852163
1446,2,622288
1447,1,663341
1448,6,786903
1449,1,681675
1450,5,969218
1451,8,954462
1452,10,882133
1453,4,207395
1454,8,112952
1455,2,536997
1456,8,974498
1457,10,814602
1458,3,47386
1459,6,691646
1460,6,309085
1461,2,299516
1462,9,986887
1463,6,538048
1464,5,129727
1465,7,268677
1466,6,781193
1467,7,920353
1468,7,510487
1469,10,647965
1470,5,317939
1471,3,192865
1472,9,924594
1473,2,206030
1474,6,334672
1475,3,799024
1476,6,623914
1477,4,643528
1478,10,701068
1479,9,680605
1480,2,952189
1481,5,838739
1482,5,262826
1483,1,977923
1484,1,375238
1485,8,707318
1486,1,520286
1487,6,637825
1488,1,394016
1489,1,44846
1490,1,455159
1491,2,684127
1492,8,202737
1493,8,802853
1494,7,172579
1495,7,727110
1496,10,589429
1497,4,531592
1498,10,506562
1499,3,615936
1500,2,854513
1501,9,341208
1502,10,77606
1503,9,371107
1504,9,782266
1505,9,709447
1506,6,771938
1507,6,426334
1508,3,249931
1509,10,610032
1510,9,777407
1511,6,306154
1512,8,979871
1513,7,275252
1514,9,814828
1515,2,321263
1516,9,390791
1517,6,22965
1518,2,875773
1519,6,610617
1520,7,182323
1521,7,844357
1522,2,357702
1523,2,292310
1524,3,611466
1525,4,429695
1526,8,316422
1527,5,970781
1528,4,858165
1529,3,472814
1530,2,407024
1531,8,574137
1532,8,647525
1533,8,434967
1534,8,416022
1535,4,287614
1536,5,631212
1537,6,215908
1538,10,132630
1539,4,377210
1540,1,958874
1541,3,723156
1542,8,452708
1543,6,656161
1544,2,923134
1545,3,986424
1546,4,316846
1547,6,663400
1548,2,288320
1549,1,192382
1550,9,92081
1551,6,494052
1552,4,380180
1553,4,784000
1554,9,233529
1555,6,572272
1556,1,340670
1557,1,607980
1558,7,576400
1559,10,278559
1560,7,523324
1561,8,871306
1562,2,538969
1563,8,601906
1564,8,966399
1565,7,699405
1566,8,336645
1567,6,55292
1568,7,525688
1569,8,197435
1570,2,209522
1571,7,522270
1572,10,561800
1573,7,549323
1574,2,251770
1575,8,486288
1576,9,591653
1577,7,646010
1578,4,502332
1579,2,801349
1580,10,471032
1581,9,508795
1582,3,519421
1583,10,17343
1584,6,313955
1585,4,150025
1586,3,698065
1587,8,785947
1588,8,982348
1589,5,503866
1590,6,602032
1591,8,755028
1592,4,306510
1593,6,224564
1594,7,722542
1595,4,41825
1596,2,114937
1597,1,944313
1598,2,576413
1599,10,347913
1600,7,594970
1601,5,134429
1602,8,972899
1603,7,260537
1604,8,629839
1605,10,173274
1606,3,593942
1607,4,604055
1608,7,708800
1609,7,811419
1610,8,122104
1611,3,160114
1612,1,190835
1613,5,491766
1614,4,418427
1615,7,118647
1616,3,117693
1617,9,486895
1618,9,195219
1619,4,833641
1620,7,513040
1621,1,464307
1622,5,616717
1623,1,594634
1624,1,516615
1625,4,836206
1626,5,639932
1627,10,626269
1628,7,654370
1629,6,776288
1630,6,544189
1631,1,990382
1632,8,477731
1633,6,199698
1634,3,152099
1635,1,633284
1636,3,866988
1637,1,106645
1638,9,688441
1639,4,919774
1640,10,462972
1641,2,785178
1642,6,235614
1643,3,178753
1644,4,59010
1645,9,286621
1646,6,35934
1647,1,572116
1648,4,341652
1649,7,552456
1650,3,192860
1651,9,875179
1652,8,378070
1653,1,683883
1654,5,480915
1655,8,435291
1656,3,274841
1657,1,72825
1658,4,797199
1659,1,882523
1660,5,385113
1661,7,520602
1662,8,840069
1663,2,237520
1664,5,676114
1665,5,587195
1666,1,333771
1667,9,925690
1668,7,271155
1669,9,672010
1670,8,881191
1671,2,820481
1672,2,290332
1673,5,869874
1674,8,383883
1675,4,255784
1676,10,199254
1677,6,97898
1678,2,601054
1679,7,203845
1680,8,685359
1681,9,155545
1682,1,300915
1683,9,240116
1684,2,803777
1685,10,265177
1686,5,268157
1687,5,282842
1688,3,365663
1689,8,528720
1690,1,964246
1691,6,742451
1692,10,579043
1693,4,745331
1694,1,391554
1695,8,896516
1696,1,482000
1697,2,48371
1698,1,234973
1699,4,34213
1700,5,423093
1701,1,177745
1702,5,782120
1703,2,815240
1704,4,783177
1705,9,953490
1706,5,155265
1707,7,754850
1708,6,852219
1709,5,513897
1710,7,528268
1711,6,430261
1712,2,49827
1713,7,415970
1714,7,599856
1715,7,166923
1716,3,189658
1717,4,785361
1718,4,130949
1719,8,925626
1720,2,31817
1721,9,775805
1722,3,237542
1723,2,501636
1724,4,252829
1725,9,684555
1726,1,815711
1727,1,883863
1728,8,506669
1729,1,596702
1730,7,996342
1731,10,175245
1732,9,208102
1733,4,572581
1734,5,337400
1735,3,146066
1736,4,643055
1737,7,277355
1738,9,933260
1739,2,175559
1740,1,466930
1741,4,184517
1742,10,79793
1743,9,766941
1744,9,956979
1745,5,965318
1746,3,128821
1747,4,408680
1748,8,873288
1749,2,575431
1750,8,753207
1751,1,658276
1752,4,260579
1753,10,561658
1754,9,123268
1755,4,646999
1756,4,827669
1757,2,587563
1758,8,534084
1759,2,908404
1760,3,498240
1761,4,20443
1762,2,470919
1763,8,445012
1764,3,791598
1765,9,740271
1766,4,681693
1767,7,54853
1768,9,281316
1769,6,827288
1770,8,823412
1771,4,546732
1772,5,811919
1773,8,578535
1774,7,116899
1775,6,738728
1776,4,435182
1777,4,99877
1778,7,914859
1779,9,624917
1780,7,26248
1781,6,390754
1782,3,34806
1783,9,234286
1784,6,68038
1785,7,643917
1786,3,574952
1787,10,833582
1788,1,629746
1789,5,642552
1790,2,474574
1791,6,988082
1792,9,640225
1793,6,157954
1794,4,399945
1795,2,653801
1796,4,119681
1797,5,216748
1798,10,150729
1799,5,905811
